compound_name,GPCR_PME,relative_tmd_1,relative_tmd_2,relative_tmd_3,relative_tmd_4,relative_tmd_5,relative_tmd_6,relative_tmd_7,adjusted_tmd_delta_G_1,adjusted_tmd_delta_G_2,adjusted_tmd_delta_G_3,adjusted_tmd_delta_G_4,adjusted_tmd_delta_G_5,adjusted_tmd_delta_G_6,adjusted_tmd_delta_G_7,relative_N_terminal_loop_length,relative_downstream_loop_length_1,relative_upstream_loop_length_1,relative_downstream_loop_length_2,relative_upstream_loop_length_2,relative_downstream_loop_length_3,relative_upstream_loop_length_3,relative_C_terminal_loop_length,Molecular_Weight,Isoelectric_Point,Aromaticity,instability_index,gravy,sasa_total,sasa_crg,sasa_plr,sasa_aplr,f_crg,f_plr,f_aplr,alpha_helix,3_10_helix,extended_configuration,isolated_beta_bridge,turn,coil,CAI,Nc,GC3s,CpG_frame1_2,avgCU,CPS_sum,CPSpL,Global_tAI,tAI10Min,tAI10Max,tAI10q25.25.,tAI10q75.75.,avgCU_first20,avgCU_first10,avgCU_first5,GC,GC10min,GC10q25,GC10q75,GC10max,X40deltaG,X40freqens,plus10valRNAss,zeroto38avgRNAss,zeroto38minRNAss,zeroto38q25RNAss,zeroto38q75RNAss,zeroto38maxRNAss,deltaG,freqens,avgRNAss,minRNAss,q25RNAss,q75RNAss,maxRNAss
ENST00000427125,428.497571,0.07418398,0.06231454,0.07418398,0.07418398,0.07418398,0.07418398,0.05341246,-1.7089827,1.95204501,-0.606074,-0.5487907,-0.8789879,0.22740514,1.94352429,0,0.00890208,0.10682493,0.05637982,0.04747774,0.05934718,0.04154303,0.19287834,59484.3385,8.97814121,0.12523719,38.2986717,0.07172676,41048.2,13684.2006,9513.10276,17850.8967,0.33336908,0.23175444,0.43487648,0.5540797,0.02466793,0.03605313,0.00948767,0.14041746,0.23529412,0.165,55.95,0.548,0.07,0.56904099,169.1158893,0.130894651,0.39077,0.028365,0.729202,0.367872,0.515666,0.8505,0.716,0.84,0.597061,0.06666667,0.466666667,0.733333333,0.966666667,-37.5,37.8,0.656443227,0.674764545,0.560960163,0.64049109,0.721977983,0.788725875,-1601.4,962.23,0.64173716,3.02E-05,0.52317485,0.786865156,0.99798573
ENST00000394705,6155.68771,0.0462963,0.0462963,0.0462963,0.04444444,0.0462963,0.04444444,0.03703704,-1.8143538,-0.5541336,0.58891766,-1.4837901,-0.2646715,-1.8996563,1.00702988,0.07407407,0.03148148,0.01666667,0.02962963,0.04444444,0.16296296,0.01666667,0.31296296,59358.3325,9.27804813,0.10185185,48.5305556,0.20907407,48743.694,11469.1112,16456.2481,20818.3347,0.23529426,0.33760774,0.42709801,0.49814815,0.00555556,0,0,0.08333333,0.41296296,0.215,49.95,0.527,0.01,0.586952381,34.74815054,0.1106629,0.341064,0.059986,0.716548,0.257405,0.500227,0.73,0.875,0.814,0.465608466,0.266666667,0.4,0.533333333,0.633333333,-28.9,29.29,0.460090348,0.463580293,0.236551328,0.356673036,0.603726181,0.622969549,-263.9,234.1,0.58867726,0.04953644,0.462534433,0.730904693,0.96365857
ENST00000340339,511.928336,0.08802817,0.07042254,0.08802817,0.08802817,0.08802817,0.08802817,0.05985915,-1.0508688,1.17750149,-0.0004681,0.06895476,-1.3436238,-2.2995768,1.2117124,0,0.05985915,0.04225352,0.02112676,0.14788732,0.08098592,0.01056338,0.06690141,58998.914,8.68635731,0.11363636,51.61875,0.30189394,32101.5485,8889.02034,9299.79106,13912.7371,0.27690316,0.28969914,0.43339769,0.51893939,0.01893939,0.18181818,0,0.14772727,0.13257576,0.188,52.89,0.469,0.015,0.5771881,44.86227863,0.043095369,0.361837,0.037452,0.713571,0.341829,0.487987,0.4,0.427,0.274,0.449168798,0.133333333,0.4,0.533333333,0.766666667,-32.2,27.15,0.387659112,0.495445936,0.298293097,0.415550362,0.590540649,0.713791331,-959.4,884.05,0.628953683,0.04287992,0.510420004,0.75875142,0.992705856
ENST00000367835,4533.96349,0.04536862,0.04725898,0.04725898,0.04536862,0.04725898,0.04725898,0.03969754,-2.461057,-0.1500036,-1.0900155,1.26627843,-2.4570014,-0.7322013,1.54430259,0.05671078,0.01890359,0.02646503,0.02646503,0.04536862,0.09451796,0.03024575,0.38185255,58558.3037,8.56186886,0.10586011,43.973913,0.2557656,41962.5658,12816.1952,10649.8498,18496.5209,0.30541972,0.25379406,0.44078622,0.68809074,0.01323251,0.01512287,0,0.0831758,0.20037807,0.18,49.12,0.359,0.004,0.512652608,41.39267066,0.045991856,0.283986,0.029269,0.705501,0.16582,0.450562,0.478,0.425,0.32,0.393491124,0.06666667,0.3,0.466666667,0.666666667,-23,17.2,0.231855122,0.409803033,0.211161677,0.301820699,0.439736356,0.732377963,-701.2,824.62,0.5777282,0.00295323,0.467632163,0.70333807,0.996765438
ENST00000443157,138.935518,0.08417508,0.07070707,0.08417508,0.08417508,0.08417508,0.08080808,0.08080808,-3.6807648,-0.7341691,-0.1131206,2.2756521,-2.4670948,-0.0630735,-0.8481612,0,0.04040404,0.03703704,0.04040404,0.07070707,0.04713805,0.02356902,0.17171717,58395.6978,8.85320148,0.10646388,32.9963878,0.30665399,34542.954,9078.74453,10254.9318,15209.2776,0.26282479,0.29687478,0.44030043,0.44296578,0.02281369,0.17870722,0.00760456,0.18250951,0.16539924,0.171,54.57,0.455,0.02,0.548043668,267.8174372,0.077989935,0.348327,0.019757,0.750799,0.333919,0.492472,0.696,0.739,0.884,0.484863187,0.166666667,0.4,0.566666667,0.866666667,-60.5,35.11,0.8159008,0.77510107,0.644038536,0.713978673,0.824462785,0.896586569,-3544.8,2619.57,0.63806542,0.00911444,0.524931951,0.771131485,0.999916761
ENST00000570996,122.616367,0.06596306,0.06068602,0.06596306,0.06332454,0.06332454,0.06596306,0.05277045,-1.4243837,1.19777953,0.81241185,0.00484232,-3.27254,1.2815773,4.1219166,0,0.02638522,0.12401055,0.05540897,0.03430079,0.0474934,0.01846966,0.25593668,57781.6324,8.73154964,0.11472275,45.2619503,0.16195029,40046.6589,8735.68281,8556.93409,22754.042,0.21813762,0.21367411,0.56818827,0.53919694,0.00573614,0.03441683,0.00956023,0.10133843,0.30975143,0.148,49.88,0.36,0.008,0.491927374,19.52284605,0.054685843,0.272986,0.020497,0.58466,0.148375,0.462722,0.4595,0.48,0.418,0.415427509,0.2,0.366666667,0.466666667,0.633333333,-17,44.15,0.769381105,0.618157232,0.253738242,0.547160698,0.735737066,0.846526471,-269,387.65,0.580000391,0.01966766,0.456571483,0.717171976,0.978594241
ENST00000561100,6400.7067,0.04854369,0.04660194,0.04466019,0.04854369,0.04854369,0.04854369,0.04854369,0.62449531,1.16213583,1.27061326,1.18585904,-3.1338938,-1.3661408,1.12646091,0.0815534,0.01941748,0.03883495,0.03300971,0.0407767,0.06019417,0.01941748,0.37281553,56997.7071,8.80530148,0.09708738,44.3392233,0.25378641,44316.4102,12011.563,10998.8813,21305.9658,0.27104098,0.24818981,0.48076922,0.59029126,0.00776699,0,0,0.10291262,0.29902913,0.154,57.96,0.498,0.084,0.553989536,163.1935073,0.106802034,0.368838,0.03366,0.964048,0.334025,0.50278,0.7665,0.594,0.378,0.564203183,0.1,0.433333333,0.7,1,-66.9,44.75,0.858995414,0.792762207,0.67755244,0.784032044,0.826905129,0.895196416,-1911.8,1188.19,0.665477324,0.06330797,0.572534959,0.785149046,0.99970949
ENST00000299092,134.27879,0.04854369,0.04660194,0.04466019,0.04854369,0.04854369,0.04854369,0.04854369,0.62449531,1.16213583,1.27061326,1.18585904,-3.1338938,-1.3661408,1.12646091,0.0815534,0.01941748,0.03883495,0.03300971,0.0407767,0.06019417,0.01941748,0.37281553,56868.5686,8.73889904,0.09338521,44.911284,0.21848249,46523.2303,12830.2953,11576.9493,22115.9857,0.27578255,0.24884234,0.47537511,0.55252918,0.00583658,0,0,0.09727627,0.34435798,0.209,56.63,0.5,0.023,0.580335968,84.78542709,0.055890196,0.351588,0.008209,0.74039,0.327575,0.49089,0.698,0.746,0.62,0.46169045,0.1,0.333333333,0.6,0.8,-45.1,7.87,0.677733235,0.748466194,0.60557946,0.654220579,0.844313175,0.993857818,-1416.6,1157.52,0.60817649,0.01157891,0.487837232,0.75052889,0.999308178
ENST00000306675,6198.12615,0.04807692,0.04807692,0.04807692,0.04807692,0.04230769,0.04807692,0.03076923,-2.1837227,0.18047717,0.42972602,-0.4245954,-0.5864592,-2.2730174,3.43510488,0.08269231,0.03846154,0.00576923,0.03461538,0.04615385,0.125,0.01346154,0.34038462,56835.4085,9.52638035,0.09615385,51.3233077,0.06442308,46375.8477,14406.9797,10802.3923,21166.4757,0.31065696,0.23293143,0.45641162,0.49807692,0.01346154,0.02307692,0,0.05,0.41538462,0.154,56.28,0.409,0.055,0.522441253,204.1931642,0.088895587,0.309766,0.017395,0.800302,0.205234,0.46987,0.6285,0.715,0.692,0.476211198,0.06666667,0.3,0.633333333,0.933333333,-36.5,27.52,0.721603662,0.778728681,0.582581426,0.697918777,0.797964394,0.897497087,-2380.8,1771.89,0.637657091,0.00512989,0.526319562,0.771472611,0.99949252
ENST00000651716,3008.54638,0.0492126,0.0492126,0.0492126,0.03149606,0.0492126,0.0492126,0.04724409,-1.6067194,1.01126996,1.17589117,1.33249557,-2.0772163,-0.9359583,-0.627621,0.06102362,0.03149606,0.01771654,0.02755906,0.05905512,0.35433071,0.02362205,0.1003937,56715.51,5.51135883,0.09055118,42.05,-0.0251969,43251.2927,16074.9492,10458.0653,16718.2782,0.37166402,0.24179775,0.38653823,0.54724409,0.01771654,0.01968504,0,0.09055118,0.32480315,0.184,48.18,0.692,0.042,0.647733017,147.0379472,0.116235531,0.438503,0.101505,0.758495,0.390215,0.543539,0.614,0.67,0.604,0.649736842,0.3,0.566666667,0.733333333,0.966666667,-54.3,46.73,0.344725953,0.609067944,0.301907496,0.453096314,0.783549234,0.895314153,-1662.4,1097.58,0.642589549,0.0024381,0.536233453,0.777760959,0.999862204
ENST00000396211,6373.82632,0.07961783,0.07324841,0.06369427,0.07961783,0.07324841,0.07961783,0.07324841,0.11513904,1.68102359,0.02960288,-0.4738298,-0.6068651,-1.1497104,0.43669214,0,0.00955414,0.11146497,0.01592357,0.07006369,0.03503185,0.02866242,0.20700637,56530.7762,5.86165752,0.1391129,47.7913508,0.17721774,36834.7194,10630.4247,9720.59076,16483.7039,0.28859796,0.26389751,0.44750453,0.58266129,0.02620968,0.04637097,0.00201613,0.16129032,0.18145161,0.217,42.82,0.75,0.035,0.705578035,77.39303076,0.112001492,0.45141,0.09072,0.674496,0.409276,0.528837,0.696,0.775,0.84,0.641482194,0.3,0.6,0.7,0.866666667,-30,10.4,0.169375839,0.52984725,0.02556027,0.303922228,0.74450236,0.835990082,-936,368.71,0.663816501,0.00406994,0.557584294,0.795566428,0.99798728
ENST00000525462,2834.9584,0.05592841,0.05145414,0.05592841,0.05592841,0.05592841,0.04697987,0.04697987,-1.7163687,-0.6895208,1.11517173,0.27227314,-3.3195066,-3.446198,3.01948974,0.12527964,0.02013423,0.02684564,0.04474273,0.04697987,0.19686801,0.03131991,0.13870246,55868.777,9.83550625,0.07170543,43.5341085,0.21841085,42100.9744,12416.3751,8344.79111,21339.8082,0.29491895,0.19820898,0.50687207,0.58914729,0.00581395,0.0251938,0,0.06976744,0.31007752,0.166,52.97,0.544,0.023,0.595534591,156.8635986,0.109694824,0.411012,0.050029,0.790428,0.36412,0.542327,0.608,0.518,0.46,0.583740974,0,0.533333333,0.666666667,0.833333333,-30.8,28.86,0.141650373,0.616137401,0.113165348,0.256261376,0.891638774,0.992191025,-1804.2,833.96,0.65614591,0.02748799,0.539458394,0.791760734,0.999820427
ENST00000397056,6189.57165,0.0513347,0.0513347,0.0513347,0.04928131,0.0513347,0.0513347,0.04312115,-2.0167569,0.43592661,0.64524197,-0.8732227,-0.291251,-3.0517634,3.73781594,0.05338809,0.02874743,0.0164271,0.03696099,0.04312115,0.42094456,0.01848049,0.03285421,55783.5128,9.33471584,0.10882957,47.0006776,-0.086037,42497.3814,15287.0719,10281.1883,16929.1212,0.35971797,0.24192522,0.39835681,0.54825462,0.00616016,0,0,0.10472279,0.34086242,0.17,47.63,0.702,0.121,0.677600849,100.7646443,0.21439286,0.466208,0.169108,0.685846,0.429776,0.537502,0.7175,0.69,0.602,0.733191791,0.433333333,0.7,0.8,0.933333333,-57.3,14.76,0.63314012,0.720041151,0.500964659,0.600654246,0.869947838,0.896646476,-786.3,305.33,0.704234393,0.03839012,0.600230504,0.836782878,0.9992033
ENST00000394441,5004.56383,0.0764526,0.06116208,0.0764526,0.0764526,0.0764526,0.0764526,0.0733945,-1.3630503,1.07336007,1.55197918,1.34917843,-0.7004898,0.32278949,2.16886728,0,0.04281346,0.06422018,0.01834862,0.03975535,0.04892966,0.02446483,0.24464832,55327.9218,8.60209713,0.14767932,44.1261603,0.04915612,35257.0461,10875.4398,8661.7888,15719.8175,0.30846146,0.2456754,0.44586315,0.59915612,0.02320675,0.05274262,0.00421941,0.11814346,0.20253165,0.173,54.19,0.584,0.072,0.602368126,153.0764875,0.171996053,0.467486,0.178747,0.734738,0.416434,0.540525,0.4985,0.541,0.57,0.675019,0.4,0.633333333,0.733333333,0.933333333,-37.4,37.54,0.567176939,0.632111057,0.455009602,0.556134991,0.708704147,0.770599374,-1339.8,666.92,0.68942291,0.03348049,0.596859023,0.795874796,0.999552583
ENST00000258400,217.830591,0.05197505,0.05197505,0.05197505,0.04989605,0.05197505,0.05197505,0.03534304,-1.5183911,-2.0272255,0.37631238,0.18130692,-1.5738627,-2.9056446,2.07810217,0.11018711,0.02910603,0.01455301,0.03950104,0.04989605,0.17255717,0.01247401,0.22661123,54297.3434,9.22047787,0.0997921,41.5775468,0.26715177,40776.2305,12294.8789,10956.2828,17525.0688,0.30152073,0.26869288,0.42978639,0.63825364,0.00623701,0,0.004158,0.11642412,0.23492723,0.198,53.86,0.405,0.017,0.537492683,43.83165983,0.042804355,0.291555,0.022385,0.645787,0.163991,0.464953,0.589,0.696,0.654,0.407022107,0.06666667,0.333333333,0.466666667,0.9,-52.8,25.07,0.546074602,0.507784471,0.338507232,0.435518842,0.576765223,0.6632515,-796.3,779.16,0.56599669,0.0145167,0.44115054,0.697320025,0.999140338
ENST00000400723,1467.49976,0.07507508,0.06906907,0.07507508,0.07207207,0.07207207,0.07507508,0.06606607,-1.4243837,1.19777953,0.81241185,0.00484232,-3.27254,1.2815773,-0.4129885,0,0.03003003,0.05105105,0.06306306,0.03903904,0.05405405,0.03603604,0.22222222,54008.2651,9.01269627,0.12159329,48.2314465,0.10461216,33590.8795,9936.44227,7350.93475,16303.5025,0.29580774,0.21883722,0.48535503,0.6163522,0.03144654,0.03773585,0.01048218,0.11530398,0.18867925,0.195,56.19,0.56,0.026,0.605341006,180.2356773,0.076859564,0.337927,0.017926,0.698878,0.308571,0.485587,0.7485,0.69,0.584,0.513425,0.03333333,0.366666667,0.666666667,0.933333333,-54.9,40.76,0.916920233,0.774313319,0.6125864,0.699830296,0.87726752,0.96865101,-2574.5,1945.8,0.62783736,0.0026209,0.50657427,0.778661539,0.999401485
ENST00000372071,122.615222,0.05230126,0.0460251,0.05230126,0.041841,0.05230126,0.05020921,0.03974895,-0.8148779,2.29751476,-0.5186093,-0.7979077,-5.0226982,-1.753201,4.80471168,0.14644351,0.01046025,0.0460251,0.0292887,0.06485356,0.07112971,0.0167364,0.28033473,53821.1511,9.41543026,0.11451943,58.7748671,0.2601227,39226.2437,9769.58775,9641.99571,19814.6602,0.24905744,0.24580472,0.50513785,0.56237219,0.01840491,0.01635992,0,0.08179959,0.32106339,0.194,56.2,0.462,0.045,0.560378007,58.16004372,0.100103346,0.382866,0.049395,0.670099,0.354205,0.486582,0.5595,0.539,0.624,0.537800687,0.333333333,0.466666667,0.6,0.8,-35,15.51,0.66241848,0.586489735,0.233064036,0.377877203,0.732636499,0.823221437,-612.6,366.5,0.62479876,0.00478344,0.498650191,0.76951822,0.998406586
ENST00000336152,585.680275,0.05219207,0.05010438,0.05010438,0.05219207,0.05219207,0.05219207,0.04384134,-0.864298,0.68566914,0.39303033,0.90378788,0.09652172,-1.4138038,2.26733348,0.18162839,0.01043841,0.02296451,0.04384134,0.03340292,0.12734864,0.03549061,0.19206681,53554.4247,9.08967152,0.10020877,48.6079541,0.24300626,37203.3347,12020.514,6606.66345,18576.1573,0.32310313,0.17758256,0.49931431,0.63674322,0.0125261,0,0.00417537,0.07515658,0.27139875,0.202,55.51,0.417,0.018,0.547094017,60.84933585,0.074387941,0.40492,0.127408,0.738121,0.385842,0.509848,0.663,0.702,0.694,0.525416836,0.266666667,0.466666667,0.566666667,0.733333333,-28.8,36.87,0.772128677,0.609178858,0.377739608,0.48325508,0.757879307,0.83629427,-845.7,757.79,0.617141496,0.00903695,0.485308456,0.773721411,0.999763042
ENST00000590918,6434.95137,0.07668712,0.05828221,0.05521472,0.07668712,0.07668712,0.07668712,0.07668712,-3.3666334,2.00321146,1.49266015,-1.9071797,-2.8574518,1.75710555,1.10167965,0,0.03067485,0.11042945,0.02147239,0.05214724,0.04294479,0.02760736,0.21779141,53156.1694,9.08657703,0.10944206,47.2736052,0.05,35281.7919,11709.4712,8122.79051,15449.5302,0.33188425,0.23022613,0.43788961,0.6416309,0.0193133,0.0472103,0.00429185,0.09871245,0.1888412,0.19,53.31,0.375,0.018,0.529217687,74.91195251,0.085030593,0.338655,0.022879,0.674231,0.312204,0.469773,0.4875,0.394,0.338,0.462962963,0.1,0.4,0.533333333,0.8,-24.5,32.35,0.338304361,0.537321439,0.274058745,0.426358189,0.612379562,0.784316802,-804.1,744.23,0.594415978,0.0153007,0.492448726,0.722268853,0.995564389
ENST00000302472,6081.09061,0.04918033,0.04303279,0.05122951,0.04098361,0.05122951,0.05122951,0.04508197,-0.093993,0.27335111,-1.0079636,0.98152022,-1.1914203,-2.5604172,3.55843089,0.04098361,0.01434426,0.04713115,0.02663934,0.06967213,0.11680328,0.03483607,0.31762295,53118.9021,9.07871189,0.07581967,54.2219672,0.18790984,41064.5239,12228.1843,10862.0067,17974.3329,0.29777977,0.26451072,0.43770952,0.58196721,0.00819672,0.01639344,0,0.09631148,0.29713115,0.16,54.52,0.485,0.02,0.554609544,75.04779203,0.081485116,0.421408,0.056441,0.758394,0.39179,0.501325,0.607,0.663,0.656,0.536488439,0.03333333,0.466666667,0.6,0.833333333,-51.7,13.89,0.845386199,0.74305174,0.574350193,0.66002554,0.834177319,0.933896537,-1011.2,642.58,0.614613624,0.04402554,0.49632268,0.75909243,0.999732257
ENST00000682254,951.931644,0.05219207,0.05219207,0.05219207,0.05219207,0.05219207,0.03549061,0.05010438,0.80413647,-0.4300744,1.70558219,-2.209658,-1.0714359,-1.3125126,3.55383484,0.06680585,0.02296451,0.02713987,0.03966597,0.04175365,0.36951983,0.03757829,0.0480167,53048.5638,9.87322025,0.09394572,45.4710021,0.12484342,39056.8643,11827.3794,9250.70412,17978.7807,0.3028246,0.2368522,0.4603232,0.58663883,0.01878914,0.03757829,0,0.07098121,0.28601253,0.173,49.03,0.358,0.009,0.510108696,52.77439843,0.057425896,0.29731,0.005311,0.645386,0.192075,0.458456,0.4675,0.467,0.508,0.363504707,0.1,0.3,0.433333333,0.633333333,-21.7,22.43,0.470646925,0.494815157,0.311652555,0.376380703,0.636214743,0.771415316,-634.9,726.65,0.592104205,0.00115999,0.476009863,0.729065474,0.99392657
ENST00000373256,560.324085,0.07861635,0.07232704,0.07232704,0.07861635,0.07861635,0.07232704,0.06918239,-1.5986285,1.51708888,-0.360476,-0.1979461,-2.6439603,1.96215619,1.01820487,0,0.00943396,0.08490566,0.05974843,0.04402516,0.05974843,0.03773585,0.18238994,53025.1939,8.4859251,0.13606911,41.1332613,0.19438445,31873.3654,8577.31271,8425.3252,14870.7275,0.26910596,0.26433748,0.46655655,0.63066955,0.01943844,0.04535637,0.00863931,0.13390929,0.16198704,0.19,53.6,0.405,0.012,0.531325088,74.06893436,0.065489774,0.30005,0.009222,0.681056,0.17886,0.463053,0.542,0.497,0.426,0.420541495,0.06666667,0.333333333,0.5,0.666666667,-33.5,18.3,0.46514331,0.618490626,0.398110778,0.572319549,0.71498116,0.80238309,-870,916.74,0.565436833,0.00545841,0.422562123,0.720328119,0.999384449
ENST00000410068,277.259463,0.07788162,0.0623053,0.07788162,0.07788162,0.07788162,0.07788162,0.07476636,-1.516126,1.88856959,1.20278456,0.46375643,-1.2497983,-0.69788,1.6200531,0,0.04361371,0.0623053,0.02180685,0.04049844,0.04984424,0.02492212,0.2305296,52928.8488,6.26868153,0.13015184,37.4609978,0.19804772,32855.3757,8793.12964,9671.66547,14390.5805,0.26763138,0.29437087,0.43799775,0.62255965,0.02603037,0.04772234,0.00650759,0.11279826,0.18438178,0.192,53.63,0.486,0.017,0.562287513,91.63203689,0.09625214,0.394925,0.034088,0.725807,0.359455,0.505993,0.633,0.661,0.706,0.440754981,0.06666667,0.366666667,0.533333333,0.9,-46.8,27.92,0.564835617,0.559838625,0.202802079,0.364146747,0.77369195,0.862550645,-860.1,803.98,0.602224387,0.02705009,0.492763722,0.728499336,0.984917902
ENST00000551417,129.598109,0.0529661,0.04872881,0.0529661,0.0529661,0.0529661,0.0529661,0.04025424,0.09451577,0.90724955,1.58035994,-2.6006186,-4.029418,-3.5522296,1.21691233,0.24788136,0.02542373,0.02118644,0.04237288,0.03601695,0.08686441,0.01694915,0.16949153,52857.3642,8.47245121,0.09957627,39.7354025,0.32902542,36274.937,10899.8596,9445.05415,15930.0233,0.30047908,0.2603741,0.43914682,0.625,0.01483051,0,0.01271186,0.07627119,0.27118644,0.271,48.14,0.659,0.013,0.687873016,47.31208745,0.150675438,0.427046,0.071575,0.728688,0.387209,0.537456,0.705,0.835,0.902,0.492063492,0.3,0.433333333,0.533333333,0.7,-21.4,27.14,0.496413135,0.59165866,0.438845526,0.511898279,0.642961348,0.80783767,-269.3,197.01,0.513708365,0.00131496,0.321431032,0.71171504,0.998889885
ENST00000367282,147.511094,0.07102273,0.0625,0.04545455,0.07102273,0.07102273,0.04829545,0.06818182,-1.7845128,-1.7862013,2.38379703,0.25986562,-1.2083004,2.08825713,0.56965458,0,0.03693182,0.06818182,0.05113636,0.10511364,0.0625,0.08806818,0.15056818,52769.9539,7.3665266,0.08731809,47.6239085,0.22182952,40160.4095,10904.1282,10665.8708,18590.4104,0.27151437,0.26558172,0.46290391,0.56133056,0.00623701,0.03326403,0,0.11642412,0.28274428,0.196,53.17,0.405,0.011,0.552392086,47.16892351,0.042456277,0.334945,0.039751,0.681559,0.322285,0.465646,0.584,0.589,0.644,0.393884892,0.1,0.333333333,0.466666667,0.7,-19.1,13.58,0.56442146,0.452002237,0.05239613,0.34953691,0.572855494,0.786261209,-833.9,989.72,0.5675435,0.01928681,0.457989758,0.693214549,0.986994048
ENST00000241891,518.635549,0.05230126,0.0460251,0.05230126,0.041841,0.05230126,0.05020921,0.03974895,-0.8148779,2.29751476,-0.5186093,-0.7979077,-5.0226982,-1.753201,4.80471168,0.14644351,0.01046025,0.0460251,0.0292887,0.06485356,0.07112971,0.0167364,0.28033473,52634.6605,9.35263805,0.11715481,60.0675941,0.23912134,38413.3875,9752.09577,9894.32632,18766.9654,0.25387232,0.25757495,0.48855273,0.5334728,0.0292887,0.0167364,0,0.10669456,0.31380753,0.197,55.45,0.383,0.018,0.517752957,34.52360125,0.045425791,0.289294,0.012881,0.683944,0.176306,0.462545,0.652,0.723,0.676,0.403501094,0.133333333,0.333333333,0.466666667,0.8,-45.6,29.55,0.525226385,0.641765021,0.393461199,0.482187045,0.81439734,0.86675068,-557.6,492.72,0.551393475,0.00817926,0.426761546,0.688966683,0.99900223
ENST00000542664,1346.12093,0.05095541,0.05307856,0.05307856,0.05095541,0.05307856,0.05307856,0.03397028,-1.5423016,-1.0911334,0.49406113,0.62116848,-1.6613336,-2.059817,1.68052776,0.16348195,0.02972399,0.01273885,0.04246285,0.03821656,0.13163482,0.02335456,0.21019108,52602.6004,7.82912121,0.09766454,39.7683652,0.22080679,37734.3188,10538.061,11952.2931,15243.9648,0.27926994,0.31674861,0.40398145,0.66878981,0.01273885,0.00849257,0.00212314,0.08492569,0.22292994,0.188,57.21,0.474,0.045,0.560724638,127.6233652,0.084128784,0.366272,0.047096,0.71714,0.354736,0.484129,0.604,0.587,0.686,0.538529089,0.166666667,0.433333333,0.633333333,0.933333333,-61.1,21.42,0.753867262,0.710623138,0.497406371,0.601833911,0.789344329,0.98888727,-1773.8,1307.77,0.657561251,0.0499512,0.556848379,0.779589651,0.99893668
ENST00000543580,123.790524,0.04854369,0.04660194,0.04466019,0.04854369,0.04854369,0.04854369,0.04854369,0.62449531,1.16213583,1.27061326,1.18585904,-3.1338938,-1.3661408,1.12646091,0.0815534,0.01941748,0.03883495,0.03300971,0.0407767,0.06019417,0.01941748,0.37281553,52332.8243,9.03751659,0.09574468,47.186383,0.30957447,41464.0733,11034.6708,10385.2894,20044.1131,0.26612607,0.25046476,0.48340917,0.54893617,0.00638298,0,0,0.15106383,0.29361702,0.167,54.86,0.375,0.026,0.512352941,153.4186594,0.074008036,0.297953,0.01322,0.77844,0.179557,0.464652,0.678,0.66,0.784,0.410639666,0,0.3,0.533333333,0.866666667,-35.6,40.6,0.671366965,0.619948462,0.235110868,0.470268705,0.781424058,0.877742677,-1812.3,1558.24,0.600740267,0.01399435,0.490230075,0.730921772,0.997157311
ENST00000380586,2822.95115,0.05150215,0.0472103,0.05364807,0.04935622,0.05364807,0.04935622,0.03433476,-2.4701767,0.46895594,0.17510568,-1.3774418,-1.2074102,-1.5859652,3.30354023,0.05364807,0.04935622,0.01502146,0.03648069,0.04077253,0.12660944,0.027897,0.3111588,52204.6884,9.40891895,0.09473684,48.8168842,0.26947368,37652.8174,11337.0397,9990.37437,16325.4034,0.30109406,0.26532873,0.43357721,0.53473684,0.01894737,0.02947368,0,0.09473684,0.32210526,0.246,52.79,0.597,0.009,0.642075472,46.31306771,0.146098005,0.375932,0.042655,0.64187,0.359667,0.507078,0.5445,0.538,0.576,0.477987421,0.3,0.4,0.533333333,0.666666667,-15.7,21.72,0.40568387,0.510958413,0.301935126,0.448226574,0.574238948,0.69403835,-251.3,235.85,0.513265352,0.01876256,0.403972602,0.630411516,0.998155448
ENST00000304883,4777.86937,0.05376344,0.05376344,0.05376344,0.05376344,0.05376344,0.05376344,0.04946237,-2.3252321,2.86632119,1.79656338,-0.9533737,-2.3217212,-1.3707677,1.97552543,0.18494624,0.02365591,0.03225806,0.01935484,0.04946237,0.05806452,0.03225806,0.22795699,52201.292,9.41794453,0.13548387,42.3460215,0.25139785,36269.6472,8679.52081,10120.7679,17469.3585,0.23930536,0.27904236,0.48165229,0.52473118,0.0172043,0.02580645,0,0.1311828,0.30107527,0.205,56.54,0.49,0.016,0.586245955,29.80557216,0.096771338,0.355734,0.051084,0.684832,0.334829,0.490098,0.5415,0.605,0.516,0.461704423,0.266666667,0.433333333,0.5,0.633333333,-26.8,36.33,0.642724969,0.675093981,0.311989608,0.607432191,0.798962147,0.888608806,-250.9,289.06,0.57234259,0.02274168,0.470582238,0.675976462,0.95840275
